"lfc.LB"	"lfc.high_pCA"	"lfc.low_pCA"	"lfc.glucose"	"lfc.acetate"
"ybaO"	0	0	0	-0.06865	0
"PP_4628"	0	0	0	-0.068881	0
"PP_5006"	0	0	0	-0.068907	0
"PP_3105"	0	0	0	-0.069111	0
"czcC-II"	0	0	0	-0.069222	0
"PP_5218"	0	0	0	-0.069254	0
"PP_4137"	0	0	0	-0.069733	0
"PP_3636"	0	0	0	-0.069059	-0.0011124
"PP_0973"	0	0	0	-0.070829	0
"mtfA"	0	0	0	-0.072949	0
"PP_5266"	0	0	0	-0.073507	0
"PP_2802"	0	0	0	-0.074564	0
"PP_1087"	0	0	0	-0.076035	0
"kguT"	0	0	0	-0.076629	0
"astB"	0	0	0	-0.076815	0
"czcA-I"	0	0	0	-0.077892	0
"puuA-I"	0	0	0	-0.078266	0
"PP_1795"	0	-0.0067443	0	-0.075076	0
"yejA"	0	-0.015956	0	-0.070507	0
"PP_0487"	0	0	-0.012269	-0.043588	0
"PP_1062"	0	0	-0.013941	-0.049611	0
"nikR"	0	0	-0.016538	-0.051941	-0.00092452
"PP_2153"	0	0	-0.024892	-0.054307	0
"PP_2006"	0	0	-0.0165	-0.063212	0
"PP_3814"	0	0	-0.033304	-0.049487	0
"PP_2210"	0	0	-0.037254	-0.055568	0
"PP_2237"	0	0	0	-0.052689	-0.014285
"PP_4518"	0	0	0	-0.053526	-0.020983
"cobN"	0	0	0	-0.053411	-0.023948
"PP_5457"	0	0	0	-0.063977	-0.02582
"yjiR"	0	0	0	-0.06461	-0.025758
"PP_0763"	0	0	-0.0057084	-0.061515	-0.030472
"PP_5500"	0	0	0	-0.075621	-0.029875
"PP_0264"	0	-0.013135	0	-0.066748	-0.022685
"PP_2076"	0	0	0	-0.042496	-0.040121
"PP_3388"	0	0	0	-0.051335	-0.034644
"PP_3487"	0	0	0	-0.058232	-0.040135
"PP_0755"	0	0	0	-0.080538	0
"PP_5433"	0	0	0	-0.080563	0
"PP_1196"	0	0	0	-0.081466	0
"PP_3615"	0	0	0	-0.081482	0
"paaZ"	0	0	0	-0.08171	0
"PP_5205"	0	0	0	-0.084385	0
"PP_4914"	0	0	0	-0.084958	0
"PP_1262"	0	0	0	-0.085116	0
"algP"	0	0	0	-0.085186	0
"PP_3445"	0	-0.0010212	0	-0.084074	0
"phaA"	0	0	0	-0.085974	0
"czcC-I"	0	0	0	-0.087887	0
"rimI"	0	0	0	-0.088581	0
"PP_2858"	0	0	0	-0.088773	0
"apeB"	0	0	0	-0.090893	0
"PP_2247"	0	0	-0.0076364	-0.088094	0
"PP_3225"	0.013743	0	0	-0.09364	-0.017883
"kguE"	0	0	0	-0.084092	-0.014893
"PP_3083"	0	0	0	-0.089841	-0.018526
"PP_4813"	0	0	0	-0.093285	0
"PP_0670"	0	0	0	-0.093993	0
"PP_2231"	0	0	0	-0.094823	0
"paoC"	0	0	0	-0.09528	0
"PP_5490"	0	0	0	-0.095572	0
"PP_mr17"	0	0	0	-0.095641	0
"PP_3635"	0	0	0	-0.096497	0
"PP_3240"	0	0	0	-0.098194	0
"PP_3325"	0	0	0	-0.099925	0
"nudE"	0	0	0	-0.10223	0
"ssuA"	0	0	0	-0.10396	0
"PP_4146"	0	-0.003866	0	-0.10322	0
"PP_2347"	0	-0.010646	0	-0.10208	0
"ccoP-II"	0	-0.011087	0	-0.09969	-0.0095886
"PP_0656"	0	0	0	-0.10688	0
"PP_4289"	0	0	0	-0.10701	0
"PP_0024"	0	0	0	-0.10861	0
"PP_0016"	0	0	0	-0.10948	0
"PP_1056"	0	0	0	-0.11185	0
"PP_2108"	0	0	0	-0.11434	0
"PP_1181"	0	0	0	-0.10757	-0.010427
"PP_1908"	0	0	-0.0039896	-0.115	-0.0074488
"PP_4273"	0	-0.017897	0	-0.085941	0
"ptxS"	0	-0.030316	0	-0.087428	0
"PP_0900"	0	-0.02351	0	-0.10626	0
"PP_1265"	0	-0.036063	0	-0.10442	0
"PP_2548"	0	0	-0.037115	-0.10629	0
"PP_3770"	0	0	-0.042906	-0.10712	0
"PP_4112"	0	0	-0.03253	-0.11676	0
"PP_3876"	0	0	-0.03825	-0.097559	-0.03879
"cioA"	0	-0.02882	0	-0.088765	-0.036144
"PP_3141"	0	-0.027552	-0.0073651	-0.081187	-0.050087
"PP_2197"	0	0.014469	0	-0.10025	-0.0319
"ssuC"	0	0	-0.0023596	-0.093635	-0.045667
"ppgL"	0	0	0	-0.1076	-0.049645
"speB"	0	0	0	-0.11947	-0.026341
"PP_0430"	0	0	0	-0.11224	-0.03276
"PP_5712"	0	0	0	-0.11535	-0.038224
"PP_1586"	0	0	0	-0.12469	-0.051941
"PP_0416"	0	0	0	-0.12002	-0.063226
"PP_2898"	0	0.021539	0	-0.068391	-0.031047
"aacs"	-0.02889	0.034877	0	-0.067507	-0.033794
"PP_4048"	-0.034384	0	-0.0014166	-0.083698	-0.038465
"PP_2026"	-0.029719	0	0	-0.071416	-0.057671
"PP_3109"	0	0	0	-0.034973	-0.066055
"PP_4850"	0	0	0	-0.034757	-0.068926
"PP_2348"	0	0	-0.017677	-0.027347	-0.067911
"nagZ"	0	0	-0.025813	-0.044141	-0.063839
"gcvH-I"	0	0	0	-0.053865	-0.06012
"PP_2288"	0	-0.0078718	0	-0.059764	-0.058114
"PP_4994"	0	0	0	-0.069947	-0.052137
"udh"	0	0	0	-0.07165	-0.077031
"PP_0277"	0	0	-0.018289	-0.072003	-0.071038
"fsr-I"	0	-0.025682	-0.038482	-0.032874	-0.030681
"paaJ"	0	-0.013042	-0.05224	-0.046763	-0.035681
"PP_3607"	0	-0.0086574	-0.02555	-0.055899	-0.047137
"mdfA"	0	-0.010458	-0.030678	-0.073153	-0.038874
"pydA"	0	-0.042674	-0.030431	-0.02803	-0.058772
"pabB"	0	-0.029851	-0.054809	-0.0479	-0.07771
"surE"	0	-0.044349	0	0.0085886	0
"PP_5621"	0	-0.042352	0	0	0
"ureA"	0	-0.042866	0	0	0
"ansB"	0	-0.042908	0	0	0
"PP_0348"	0	-0.044195	0	0	0
"PP_1892"	0	-0.044416	0	0	0
"PP_1971"	0	-0.045521	0	0	0
"PP_5503"	0	-0.045622	-0.0019434	0	0
"PP_4836"	0	-0.047222	0	0	0
"mmsB"	0	-0.047707	0	0	0
"yjiY"	0	-0.049543	0	0	0
"PP_5221"	0	-0.03512	0	0	0
"PP_5446"	0	-0.03521	0	0	0
"mutY"	0	-0.036525	0	0	0
"acs"	0	-0.036807	0	0	0
"gltI"	0	-0.037493	0	0	0
"PP_0679"	0	-0.037263	-0.0029067	0	0
"qseB"	0	-0.038743	0	0	0
"PP_2581"	0	-0.039064	0	0	0
"PP_4328"	0	-0.040631	0	0	0
"yggW"	0	-0.040523	-0.0072701	0	0
"dctD-I"	0	-0.039644	0	-0.0049672	0
"PP_3291"	0	-0.041025	0	-0.0083529	0
"PP_1711"	0	-0.04795	-0.0012363	-0.0089333	0
"opdN"	0	-0.03806	0	0	-0.01582
"queE"	0	-0.05002	-0.0077018	0	0
"cadA-II"	0	-0.055449	-0.015606	0	0
"yehW"	0	-0.051951	0	0	0
"recN"	0	-0.052299	0	0	0
"PP_2473"	0	-0.052434	0	0	0
"PP_5688"	0	-0.053198	0	0	0
"PP_3032"	0	-0.054122	0	0	0
"PP_1720"	0	-0.056427	0	0	0
"PP_3494"	0	-0.05697	0	0	0
"PP_2596"	0	-0.058823	0	0	-0.013153
"PP_2895"	0	-0.060301	0	0	0
"PP_0714"	0	-0.06214	0	0	0
"cheBC"	0	-0.06471	0	0	0
"PP_3865"	0	-0.065259	0	0	0
"PP_1946"	0	-0.06549	0	0	0
"PP_3301"	0	-0.067108	0	0	0
"PP_2974"	0	-0.059706	0	-0.0085682	0
"PP_4983"	0	-0.053208	0	0	-0.021662
"PP_1395"	0	-0.053211	0	0	-0.029061
"PP_4925"	0	-0.061717	0	0	-0.028873
"gshA"	0	-0.035335	0	-0.0019815	-0.028204
"PP_0653"	0	-0.037271	-0.011315	0	-0.032768
"PP_4512"	0	-0.046558	0	-0.0099196	-0.041702
"aruI"	0	-0.034467	-0.02279	0.0066141	0
"PP_1749"	0	-0.027258	-0.030608	0	0
"PP_3961"	0	-0.030435	-0.031097	0	0
"PP_3219"	0	-0.023211	-0.037888	0	0
"gabP-III"	0	-0.024226	-0.040831	0	0
"PP_0149"	0	-0.033035	-0.043454	0	0
"soxB"	0	-0.054026	-0.027368	0	0
"paaX"	0	-0.050487	-0.031725	0	0
"opdC"	0	-0.040828	-0.034099	1.6561e-05	-0.0026489
"PP_1038"	0	-0.04147	-0.040356	0	0
"PP_3912"	0	-0.053244	-0.044351	0	-0.010524
"cobU"	0	-0.028708	-0.034369	0	-0.022563
"PP_2923"	0	-0.051782	-0.026563	0	-0.031094
"PP_1684"	0	-0.02778	0	-0.028275	-0.0068303
"ubiC"	0	-0.02498	0	-0.038828	-0.0042216
"PP_3883"	0	-0.038804	0	-0.033041	0
"PP_3477"	0	-0.037595	0	-0.017862	0
"PP_4104"	0	-0.040492	0	-0.024388	0
"PP_3861"	0	-0.048192	0	-0.017306	0
"PP_0576"	0	-0.047536	0	-0.022494	0
"PP_1182"	0	-0.05447	0	-0.02417	0
"sodA"	-0.0026242	-0.05647	0	-0.030508	0
"mutM"	0.019608	-0.037861	0	-0.054632	0
"PP_5702"	0	-0.025981	-0.02133	-0.070408	0
"PP_2295"	0	-0.031523	-0.026417	-0.045047	-0.013095
"PP_5134"	0	-0.039741	-0.032885	-0.049597	-0.014584
"PP_1255"	0	-0.047788	-0.050949	-0.060406	0
"urtD"	0	-0.040732	0	-0.071939	0
"PP_1562"	0	-0.041779	0	-0.08246	0
"PP_1662"	0	-0.059238	0	-0.080217	0
"PP_3725"	0	-0.047432	0	-0.094158	0
"PP_2873"	0	-0.065565	0	-0.10432	0
"PP_3663"	0	-0.06782	0	-0.10594	0
"PP_4200"	0	-0.066995	0	-0.081286	-0.024196
"PP_3643"	0	-0.076684	0	-0.042125	0
"fklB-I"	0	-0.070402	0	-0.052369	0
"folM"	0	-0.078647	0	-0.05827	0
"PP_1983"	0	-0.08367	0	-0.061264	0
"PP_5236"	0	-0.088644	0	-0.074877	0
"PP_1774"	0	-0.084619	-0.0315	-0.072643	0
"PP_4514"	-0.058607	0	0	-0.055359	0
"PP_3156"	-0.035179	0	0	-0.094028	0
"PP_0903"	-0.064527	0	0	-0.089441	0
"zinU"	-0.067584	-0.047553	0	-0.066635	-0.038393
"PP_0700"	0	-0.012069	-0.058128	-0.063254	0
"ligB"	0	-0.0021976	-0.070409	-0.063452	0
"PP_4523"	0	0	-0.051318	-0.076236	0
"galP-I"	0	0	-0.051241	-0.09457	0
"ybiT"	0	0	-0.095463	-0.073246	-0.011016
"PP_0573"	0	0	-0.078385	-0.081845	-0.023658
"PP_1861"	0	-0.020868	-0.090556	-0.077029	-0.034438
"PP_1228"	0	0	-0.079853	-0.11468	0
"PP_2088"	0	0	-0.090753	-0.10528	0
"yceG"	0	0	-0.096879	-0.10245	-0.020045
"PP_3505"	0	-0.028082	-0.074579	-0.10251	-0.005378
"kdpD"	0	0	-0.086727	-0.12893	0
"PP_2052"	-0.0016875	-0.0070568	-0.07215	-0.13489	0
"gtsA"	0	-0.047447	-0.087868	-0.12236	0
"PP_3061"	0	-0.062048	-0.092008	-0.11374	0
"dusA"	0	-0.079669	-0.0962	-0.12526	-0.013855
"clpX"	0	-0.065061	-0.15173	-0.079965	-0.0088181
"yciK"	0	-0.1033	-0.1366	-0.072516	0
"PP_2886"	0	-0.1208	0	-0.092165	-0.059817
"PP_4293"	0	-0.099934	-0.042499	-0.063457	-0.089172
"plsY"	0	-0.11661	-0.057835	-0.057655	-0.075559
"PP_4798"	0	-0.11785	-0.083925	-0.11861	-0.049316
"csiR"	0	-0.11975	-0.044941	-0.1227	-0.088836
"PP_4314"	0	-0.077475	-0.067598	-0.15879	-0.072161
"PP_3034"	0.16928	0	0	-0.15521	0
"PP_3561"	0.11191	0	0	-0.22257	0
"mdh"	0.0849	0	0	-0.052207	0
"PP_2821"	0.087666	0	0	-0.042517	-0.034614
"lldP"	0.10324	0	0	-0.086918	0
"gltL"	0.070955	0	0	-0.092686	0
"PP_3353"	0.077425	0	0	-0.08397	-0.077545
"dctB"	0.070145	-0.065794	0	-0.11399	0
"xdhB"	0.08616	-0.092268	-0.061941	-0.11396	-0.027275
"dld2"	0	0.076284	0	-0.12776	0
"PP_2500"	0	0.070695	0	-0.11943	-0.0036956
"PP_1831"	0	0.071687	0	-0.14132	0
"PP_3338"	0	0.069341	0	-0.15808	-0.054412
"PP_1644"	0	0	0	-0.11964	0
"astD"	0	0	0	-0.12043	0
"PP_1408"	0	0	0	-0.12051	0
"hsdS"	0	0	0	-0.12056	0
"gabT"	0	0	0	-0.12065	0
"PP_2384"	0	0	0	-0.1217	0
"hsdM"	0	0	0	-0.12386	0
"PP_1389"	0	0	0	-0.12582	0
"PP_mr16"	0	0	0	-0.12688	0
"PP_2100"	0	0	0	-0.12799	0
"PP_1881"	0	0	0	-0.12817	0
"braF"	0	0	0	-0.12893	0
"PP_0709"	0	0	0	-0.13044	0
"PP_5458"	0	0	0	-0.13082	0
"PP_5528"	0	0	0	-0.13227	0
"PP_3131"	0	0	0	-0.13297	0
"gapA"	0	0	0	-0.13442	0
"rdoA"	0	0	0	-0.14434	-0.0024946
"gtsC"	0	0	0	-0.14775	0
"PP_2062"	0	0	0	-0.14788	0
"ribAB-II"	0	0	0	-0.15046	0
"PP_2014"	0	0	-0.0073972	-0.14568	0
"PP_3036"	0	0	0	-0.15451	0
"PP_3406"	0	0	0	-0.15494	0
"PP_5166"	0	0	0	-0.15776	0
"phhB"	0	0	0	-0.15976	0
"PP_3905"	0	-0.00054376	0	-0.16042	0
"PP_0144"	0	0	0	-0.16178	0
"PP_3661"	0	0	0	-0.16376	0
"PP_3732"	0	0	0	-0.16404	0
"ybbA"	0	-0.014385	0	-0.15423	0
"PP_3203"	0	0.034551	-0.021693	-0.15554	0
"PP_5070"	0	0	-0.03947	-0.14176	0
"PP_1078"	0	0	-0.023124	-0.15618	0
"PP_2781"	0	-0.011658	-0.022087	-0.15544	0
"PP_4916"	0	-0.012826	-0.030942	-0.16174	0
"clsA"	0	0	0	-0.13749	-0.021945
"PP_3627"	0	0	-0.0071877	-0.14738	-0.037375
"PP_1359"	0	0	-0.027285	-0.13298	-0.040101
"ccmF"	0	0	0	-0.1695	0
"oprI"	0	0	0	-0.17804	0
"PP_2611"	0	0	0	-0.18141	0
"bamE"	0	0	0	-0.18714	0
"PP_3616"	0	0	0	-0.18743	0
"PP_3218"	0	0	0	-0.19306	0
"oprE"	0	0	0	-0.1937	0
"ridA"	0	0	0	-0.19397	0
"PP_4739"	0	0	0	-0.20148	0
"PP_2005"	0	-0.0014589	0	-0.17625	-0.03044
"PP_1442"	0	0	0	-0.19768	-0.03099
"PP_3001"	0	0.020723	-0.0055604	-0.070106	-0.096082
"ramA"	0	0	-0.0085999	-0.073725	-0.094495
"PP_1775"	0	0	0	-0.071349	-0.11249
"rph"	0	-0.012743	0	-0.072665	-0.10573
"PP_0178"	0	0	0	-0.08811	-0.11721
"PP_3415"	0	0	0	-0.092589	-0.1251
"ureF"	0	0	0	-0.10496	-0.1195
"ubiD"	0	0	0	-0.10614	-0.12076
"prpC"	-0.032335	0	-0.010224	-0.089369	-0.11544
"hemL"	0	0	0	-0.057422	-0.11228
"PP_4476"	0	-0.011003	0	-0.052855	-0.11398
"PP_1353"	0	0	0	-0.053867	-0.12932
"ccoN-I"	0	0	0	-0.057361	-0.1271
"PP_3648"	0	0	0	-0.061506	-0.13258
"PP_2047"	0	0	-0.026574	-0.06984	-0.12092
"ivd"	0	-0.017499	-0.031037	-0.062178	-0.12241
"PP_3533"	0	-0.049135	0	-0.047864	-0.086489
"PP_3765"	0	-0.032767	-0.0054912	-0.081696	-0.089743
"PP_3125"	0	-0.050497	0	-0.079334	-0.1042
"PP_4078"	0	-0.059629	0	-0.08835	-0.09384
"pvdQ"	0	0	-0.060225	-0.091798	-0.064023
"PP_2711"	0	0	-0.068814	-0.1115	-0.071988
"garD"	0	0	-0.041859	-0.075461	-0.10324
"PP_2424"	0	0	-0.044286	-0.083356	-0.099942
"PP_2932"	0	0	-0.06176	-0.09258	-0.10234
"fleS"	0	-0.064189	-0.055649	-0.082133	-0.065448
"PP_1970"	0	-0.052623	-0.078374	-0.06893	-0.094534
"PP_0929"	0	-0.0052648	0	-0.14048	-0.054518
"pdxB"	0	0	0	-0.14495	-0.063185
"PP_4732"	0	0	0	-0.15285	-0.057249
"PP_3797"	0	-0.018892	0	-0.14065	-0.063627
"PP_5699"	0	0	0	-0.16393	-0.057608
"ohrR"	0	0	0	-0.16628	-0.06745
"PP_4020"	0	0	0	-0.15872	-0.076786
"cysQ"	0	0	0	-0.093146	-0.084575
"PP_1841"	0	-0.016339	0	-0.10824	-0.074917
"PP_2565"	0	0	-0.0077262	-0.11317	-0.08139
"htpG"	0	0	0	-0.12528	-0.082645
"PP_3174"	0	-0.01246	0	-0.11695	-0.10091
"hemB"	0	-0.024727	0	-0.1291	-0.087263
"dhaT"	0	-0.025585	0	-0.13416	-0.094287
"betI"	0	-0.04039	-0.0050171	-0.11212	-0.054898
"PP_3626"	0	-0.058239	0	-0.1164	-0.081198
"ispF"	0	0	0	-0.14771	-0.13085
"pgsA"	0	0	0	-0.16895	-0.11578
"PP_2010"	0	0	0	-0.18077	-0.12935
"ampG"	0	-0.0205	0	-0.16544	-0.13295
"PP_2794"	0	0	0	-0.20073	-0.12
"pilJ"	0	0.028046	-0.051491	-0.15113	-0.1197
"fdoH"	0	-0.0039298	-0.041346	-0.15168	-0.10506
"PP_3670"	0	0	-0.042796	-0.1624	-0.10413
"PP_2838"	0	0	-0.050648	-0.17702	-0.11697
"PP_2132"	0	-0.023633	0	-0.17611	0
"PP_5399"	0	-0.041216	0	-0.16908	0
"dpkA"	0	-0.048058	0	-0.1277	0
"ptxD"	0	-0.033245	0	-0.14209	0
"pcnB"	0	-0.048258	0	-0.14745	0
"glmS"	0	-0.059562	0	-0.1611	0
"PP_2406"	0	-0.044713	-0.027699	-0.13881	-0.020193
"PP_3134"	0	-0.10353	0	-0.17006	0
"PP_5152"	0	-0.081938	-0.036616	-0.16614	-0.0069435
"msrA"	0	-0.05488	-0.016202	-0.192	-0.02139
"hcpC-I"	0	-0.08155	0	-0.17815	-0.046687
"recQ"	0.0248	0	0	-0.23699	0
"PP_3110"	0	0	0	-0.21855	0
"PP_4149"	0	0	0	-0.22198	0
"PP_1828"	0	0	0	-0.21966	-0.012203
"gtsD"	0	-0.009186	0	-0.24229	0
"PP_2147"	0	0	0	-0.26349	0
"gcd"	0	0	0	-0.24994	-0.019914
"gtsB"	0	0	0	-0.24838	-0.028002
"PP_3238"	-0.085846	0	0	-0.19612	-0.024385
"amn"	0	0	0	-0.2145	-0.054163
"PP_5195"	0	-0.0051808	0	-0.20347	-0.079967
"rep"	0	0	-0.019974	-0.2101	-0.079782
"pdxH"	0	0	-0.038484	-0.21839	-0.044186
"ohr"	0	-0.025702	0	-0.2396	-0.080641
"PP_1738"	0	-0.052873	0	-0.26503	-0.076855
"fecA"	-0.0088924	-0.066181	0	-0.17633	-0.077041
"PP_1816"	0	-0.079209	-0.019467	-0.18852	-0.090825
"PP_4777"	0	-0.060445	0	-0.26492	0
"PP_3717"	0	-0.074907	-0.011291	-0.27618	0
"PP_4824"	0	-0.082419	0	-0.28218	0
"lon-II"	0	-0.11167	-0.073944	-0.2528	0
"sahR"	-0.068147	-0.15302	-0.032306	-0.2143	0
"mutS"	0.11109	-0.053716	-0.064048	-0.25788	-0.096418
"PP_1639"	0	-0.0086659	-0.061847	-0.18736	-0.038379
"PP_0122"	0	-0.0067125	-0.082051	-0.18418	-0.04406
"PP_5511"	0	-0.098485	-0.073175	-0.21373	-0.09866
"xerD"	0	-0.030592	-0.10279	-0.22668	-0.08905
"PP_1125"	0	-0.06349	-0.13522	-0.23609	-0.098746
"PP_2604"	0	0	0	-0.20481	-0.15632
"PP_3033"	0	-0.020756	0	-0.21193	-0.17063
"regA"	0	-0.035838	0	-0.23916	-0.13733
"clpS"	0	0	0	-0.26509	-0.15672
"PP_4136"	0	-0.06195	-0.021383	-0.26873	-0.16491
"PP_0909"	0	-0.0048121	-0.017693	-0.076937	-0.13643
"copR-I"	0	-0.0074031	-0.011369	-0.07727	-0.14476
"cadA-III"	0	-0.0072591	-0.021686	-0.098452	-0.1433
"PP_0926"	0	-0.0073299	0	-0.090345	-0.16159
"PP_0578"	0	-0.019201	0	-0.10937	-0.14065
"PP_3539"	0	-0.046977	0	-0.11247	-0.14968
"PP_4749"	-0.061845	0	-0.0052628	-0.11798	-0.12155
"PP_3563"	0	0.064456	0	-0.1411	-0.16336
"PP_5574"	0	0	0	-0.13018	-0.20514
"PP_2528"	0	0	0	-0.15704	-0.21475
"gabD-I"	0	-0.062847	-0.047117	-0.16617	-0.1588
"argC"	0	-0.080711	-0.045768	-0.14029	-0.18192
"mdtC"	0	-0.028446	-0.05397	-0.11768	-0.21983
"rdgC"	0	-0.039482	-0.068774	-0.10138	-0.25723
"PP_4768"	0	-0.077267	-0.060254	-0.12282	-0.21903
"yajR"	0	-0.030287	-0.16533	-0.086327	-0.10315
"PP_1183"	0	-0.031109	-0.16192	-0.11427	-0.1519
"PP_1209"	0	-0.065871	-0.078771	-0.097009	-0.13362
"PP_1987"	0	-0.049628	-0.10014	-0.1002	-0.1328
"PP_2223"	0	-0.061949	-0.1193	-0.12421	-0.10049
"spuD"	0	-0.051515	-0.11643	-0.14315	-0.12155
"PP_3579"	0	-0.10346	-0.11572	-0.13735	-0.095789
"PP_0119"	0	-0.088489	-0.16328	-0.12066	-0.10223
"yafJ"	0	0	-0.08527	-0.1125	-0.16898
"panE"	0	-0.0026259	-0.11635	-0.12459	-0.20003
"PP_0993"	0	-0.042089	-0.10872	-0.13921	-0.16168
"ydiJ"	0	0	-0.1397	-0.1893	-0.17814
"yfeH"	0	0	-0.1519	-0.18183	-0.21515
"qedH-I"	-0.064723	-0.0053525	-0.15056	-0.14953	-0.19959
"PP_5327"	0	0	-0.14543	-0.16839	-0.13949
"ubiB"	0	0	-0.14049	-0.23124	-0.14253
"gltJ"	0	0	-0.083508	-0.18851	-0.16727
"PP_1423"	0	0	-0.11427	-0.22248	-0.19983
"PP_5328"	0	-0.063869	-0.11404	-0.21435	-0.19304
"PP_3355"	0.084522	-0.045242	-0.31374	0	0
"PP_mr37"	0	0	-0.31746	0	0
"PP_0693"	0	0	-0.25097	-0.10548	0
"PP_0177"	0	0	-0.23558	-0.11357	-0.012551
"PP_0695"	0	0	-0.28631	-0.097165	-0.00015546
"PP_5012"	0.038002	0	-0.11066	0	-0.11266
"PP_4552"	0	0	-0.071037	0	-0.094962
"PP_0916"	0	-0.0014938	-0.083522	0	-0.094321
"lpxH"	0	-0.019957	-0.079916	-0.0093691	-0.10676
"algK"	0	-0.0070956	-0.10667	0	-0.099149
"PP_0337"	0	-0.035054	-0.14806	0	-0.066738
"PP_3624"	0	0	-0.1531	-0.0081164	-0.088725
"PP_3594"	0	-0.044123	-0.11908	0	-0.10507
"PP_2344"	0	-0.046511	-0.13117	0.0096342	-0.10356
"PP_3483"	0	-0.036225	-0.14168	-0.0074566	-0.10912
"PP_3486"	0	-0.00079469	-0.11702	0	-0.16253
"PP_4526"	0	0	-0.15911	0	-0.15605
"znuC"	0	-0.014704	-0.14779	0	-0.16332
"PP_2421"	0	-0.012311	-0.12989	0	-0.20333
"PP_2256"	0	0	-0.16583	-0.018968	-0.23102
"ybeZ"	0	0.05287	-0.17564	-0.070873	-0.17538
"PP_0582"	0	0	-0.11496	-0.061545	-0.16621
"xerC"	0	-0.0028362	-0.15938	-0.049354	-0.1348
"xseB"	0	0	-0.14226	-0.089	-0.13949
"tsaD"	-0.058946	0	-0.13096	-0.080307	-0.16238
"PP_3094"	0	-0.04661	-0.24867	0.088831	-0.13821
"PP_3602"	-0.048372	-0.051255	-0.23619	0.0012691	-0.15717
"nudL"	0	-0.073005	-0.17186	0.0042303	-0.019598
"PP_0228"	0	-0.068748	-0.1658	0	-0.042826
"asnB"	0	-0.084334	-0.17774	0	-0.06904
"PP_2233"	0	-0.059768	-0.22951	0	-0.036896
"PP_0694"	0	-0.02876	-0.21175	-0.059915	-0.048026
"PP_2860"	0	-0.12745	-0.2074	0	-0.11666
"PP_1180"	-0.044065	-0.1071	-0.20429	0	-0.1324
"glnL"	0	-0.15309	-0.2458	-0.037059	-0.12034
"tsaA"	0	0.06569	-0.15441	-0.18868	0
"PP_0087"	0	0	-0.12118	-0.21035	0
"ftsK"	0	-0.020476	-0.16728	-0.2389	-0.034865
"PP_4962"	0	0	-0.22147	-0.27777	-0.063657
"parB"	0	-0.032041	-0.27857	-0.16657	-0.10085
"parA"	0	-0.064072	-0.29895	-0.2046	-0.05011
"PP_2144"	0	0	0	-0.16424	-0.26605
"PP_3702"	0	0	0	-0.18232	-0.3243
"PP_3997"	0	0	-0.096912	-0.15451	-0.25276
"dnaQ"	0	0	-0.13691	-0.21244	-0.27505
"bioC"	0	-0.015461	-0.12065	-0.2206	-0.29678
"ubiG"	0	-0.06912	-0.098927	-0.26191	-0.34261
"nuoH"	0	-0.04233	-0.081707	-0.31376	-0.34331
"nuoJ"	0	-0.099256	-0.069507	-0.25971	-0.36933
"nuoE"	0	-0.11598	-0.068637	-0.27434	-0.38295
"PP_4148"	0	0	-0.047633	-0.12735	-0.31933
"glgE"	0	-0.055152	-0.057659	-0.080802	-0.34287
"hyi"	0	0	-0.12324	-0.10458	-0.3645
"aroQ-I"	-0.055676	-0.0016222	0	-0.18977	-0.42715
"thiE"	0	0	-0.16788	-0.13732	-0.44543
"amaC"	0	-0.025177	-0.12032	-0.21315	-0.41383
"lldD"	0	0	-0.049103	-0.278	-0.24322
"PP_3836"	0	0	-0.082481	-0.27791	-0.25661
"recA"	0	0.074623	-0.096179	-0.32428	-0.28307
"bioB"	0	0	-0.11597	-0.36377	-0.27096
"proI"	0	-0.003895	-0.12286	-0.27961	-0.20639
"folA"	0	0	-0.15383	-0.2477	-0.20804
"tilS"	0	0	-0.16855	-0.26079	-0.18763
"PP_3228"	-0.063148	-0.057146	-0.17176	-0.2674	-0.16682
"recG"	0	0	-0.11776	-0.35679	-0.14853
"ruvA"	0	0	-0.21778	-0.32755	-0.16864
"sbcD"	0	-0.024215	-0.17449	-0.34717	-0.20936
"dapF"	0	0.073961	-0.22918	-0.37232	-0.19991
"PP_t14"	0	0	0	-0.43278	-0.39146
"PP_3222"	0	-0.0095806	-0.070184	-0.38601	-0.36451
"bamA-II"	-0.069014	-0.050284	-0.0042315	-0.38506	-0.32404
"truA"	-0.029306	0	-0.10198	-0.48359	-0.29753
"lysA-II"	0	0	-0.12395	-0.48683	-0.34492
"PP_0596"	0	-0.05502	-0.14052	-0.46669	-0.28004
"visC"	0	-0.067394	-0.19426	-0.10684	-0.22637
"ydcU"	0	-0.12759	-0.13157	-0.15423	-0.21936
"ppiB"	0	-0.097043	-0.18322	-0.19262	-0.19781
"PP_4061"	0	-0.10894	-0.28811	-0.14963	-0.1874
"PP_1366"	0	-0.1962	-0.24864	-0.10859	-0.24294
"nuoF"	-0.02427	-0.092951	-0.16047	-0.14007	-0.34152
"yfhL"	0	-0.14815	-0.20949	-0.22518	-0.32437
"PP_5198"	-0.01951	-0.12998	-0.15713	-0.22933	-0.3687
"PP_4601"	0	-0.11087	-0.16545	-0.23554	-0.41303
"yegS"	0	0	-0.24243	-0.20321	-0.28833
"PP_3468"	0	0	-0.22279	-0.23494	-0.30763
"rhdA"	0	-0.04527	-0.23577	-0.2965	-0.3522
